"","Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"spatstat.geom","spatstat.geom","/usr/local/lib/R/site-library","3.6-0",NA,"R (>= 3.5.0), spatstat.data (>= 3.1-8), spatstat.univar (>=
3.1-4), stats, graphics, grDevices, utils, methods","spatstat.utils (>= 3.2-0), deldir (>= 1.0-2), polyclip (>=
1.10)",NA,"spatstat.random (>= 3.4), spatstat.explore (>= 3.4),
spatstat.model (>= 3.3), spatstat.linnet (>= 3.2), spatial,
fftwtools (>= 0.9-8), spatstat (>= 3.3)",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.5.0"
"spatstat.random","spatstat.random","/usr/local/lib/R/site-library","3.4-2",NA,"R (>= 3.5.0), spatstat.data (>= 3.1), spatstat.univar (>=
3.1), spatstat.geom (>= 3.5-0), stats, utils, methods,
grDevices","spatstat.utils (>= 3.1-4)",NA,"spatial, spatstat.linnet (>= 3.2), spatstat.explore,
spatstat.model, spatstat (>= 3.3), gsl",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.5.0"
"spatstat.sparse","spatstat.sparse","/usr/local/lib/R/site-library","3.1-0",NA,"R (>= 3.5.0), stats, utils, methods, Matrix, abind, tensor","spatstat.utils (>= 3.0-5)",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.5.0"
"spatstat.univar","spatstat.univar","/usr/local/lib/R/site-library","3.1-4",NA,"R (>= 3.5.0), stats","spatstat.utils (>= 3.1-2), graphics",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.5.0"
"spatstat.utils","spatstat.utils","/usr/local/lib/R/site-library","3.2-0",NA,"R (>= 3.5.0), stats, graphics, grDevices, utils, methods",NA,NA,"spatstat.model",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.5.0"
"spData","spData","/usr/local/lib/R/site-library","2.3.4",NA,"R (>= 3.3.0)","sp",NA,"foreign, sf (>= 0.9-1), spDataLarge (>= 0.4.0), spdep,
spatialreg",NA,"CC0",NA,NA,NA,NA,"no","4.5.0"
"spdep","spdep","/usr/local/lib/R/site-library","1.4-1",NA,"R (>= 3.3.0), methods, spData (>= 2.3.1), sf","stats, deldir, boot (>= 1.3-1), graphics, utils, grDevices,
units, s2, e1071, sp (>= 1.0)",NA,"spatialreg (>= 1.2-1), Matrix, parallel, dbscan,
RColorBrewer, lattice, xtable, foreign, igraph, RSpectra,
knitr, classInt, tmap, spam, ggplot2, rmarkdown, tinytest,
rgeoda (>= 0.0.11.1), mipfp, Guerry, codingMatrices",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.5.0"
"speedglm","speedglm","/usr/local/lib/R/site-library","0.3-5",NA,"Matrix, MASS, biglm","methods, stats",NA,NA,NA,"GPL",NA,NA,NA,NA,"no","4.5.0"
"SQUAREM","SQUAREM","/usr/local/lib/R/site-library","2021.1",NA,"R (>= 3.0)",NA,NA,"setRNG",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.5.0"
"stabm","stabm","/usr/local/lib/R/site-library","1.2.2",NA,"R (>= 3.5.0)","checkmate (>= 1.8.5), Matrix (>= 1.5-0), methods, stats, utils",NA,"cowplot (>= 0.9.2), ggdendro (>= 0.1-20), ggplot2 (>= 3.0.0),
igraph (>= 1.2.1), knitr, mlbench, rmarkdown, rpart, testthat
(>= 2.0.0)",NA,"LGPL-3",NA,NA,NA,NA,"no","4.5.0"
"statmod","statmod","/usr/local/lib/R/site-library","1.5.1",NA,"R (>= 3.0.0)","stats, graphics",NA,"MASS, tweedie",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"yes","4.5.0"
"statnet.common","statnet.common","/usr/local/lib/R/site-library","4.12.0",NA,"R (>= 4.1)","utils, methods, coda, parallel, tools, Matrix",NA,"covr, roxygen2, rlang (>= 1.1.1), purrr, MASS",NA,"GPL-3 + file LICENSE",NA,NA,NA,NA,"yes","4.5.0"
"stringi","stringi","/usr/local/lib/R/site-library","1.8.7",NA,"R (>= 3.4)","tools, utils, stats",NA,NA,NA,"file LICENSE","yes",NA,NA,NA,"yes","4.5.0"
"stringr","stringr","/usr/local/lib/R/site-library","1.5.2",NA,"R (>= 3.6)","cli, glue (>= 1.6.1), lifecycle (>= 1.0.3), magrittr, rlang
(>= 1.0.0), stringi (>= 1.5.3), vctrs (>= 0.4.0)",NA,"covr, dplyr, gt, htmltools, htmlwidgets, knitr, rmarkdown,
testthat (>= 3.0.0), tibble",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.5.0"
"SummarizedExperiment","SummarizedExperiment","/usr/local/lib/R/site-library","1.40.0",NA,"R (>= 4.0.0), methods, MatrixGenerics (>= 1.1.3),
GenomicRanges (>= 1.61.4), Biobase","utils, stats, tools, Matrix, BiocGenerics (>= 0.51.3),
S4Vectors (>= 0.33.7), IRanges (>= 2.23.9), Seqinfo, S4Arrays
(>= 1.1.1), DelayedArray (>= 0.31.12)",NA,"GenomeInfoDb (>= 1.45.5), rhdf5, HDF5Array (>= 1.7.5),
annotate, AnnotationDbi, GenomicFeatures, SparseArray,
SingleCellExperiment, TxDb.Hsapiens.UCSC.hg19.knownGene,
hgu95av2.db, airway (>= 1.15.1), BiocStyle, knitr, rmarkdown,
RUnit, testthat, digest",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.5.1"
"svglite","svglite","/usr/local/lib/R/site-library","2.2.2",NA,"R (>= 4.1)","base64enc, cli, lifecycle, rlang (>= 1.1.0), systemfonts (>=
1.3.0), textshaping (>= 0.3.0)","cpp11, systemfonts, textshaping","covr, fontquiver (>= 0.2.0), htmltools, knitr, rmarkdown,
testthat (>= 3.0.0), xml2 (>= 1.0.0)",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.5.0"
"sys","sys","/usr/local/lib/R/site-library","3.4.3",NA,NA,NA,NA,"unix (>= 1.4), spelling, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.5.0"
"systemfonts","systemfonts","/usr/local/lib/R/site-library","1.3.1",NA,"R (>= 3.2.0)","base64enc, grid, jsonlite, lifecycle, tools, utils","cpp11 (>= 0.2.1)","covr, farver, ggplot2, graphics, knitr, ragg, rmarkdown,
svglite, testthat (>= 2.1.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.5.0"
"systemPipeR","systemPipeR","/usr/local/lib/R/site-library","2.16.0",NA,"Rsamtools (>= 1.31.2), Biostrings, ShortRead (>= 1.37.1),
methods","GenomicRanges, SummarizedExperiment, ggplot2, yaml, stringr,
magrittr, S4Vectors, crayon, BiocGenerics, htmlwidgets",NA,"BiocStyle, knitr, rmarkdown, systemPipeRdata,
GenomicAlignments, grid, dplyr, testthat, rjson, annotate,
AnnotationDbi, kableExtra, GO.db, GenomeInfoDb, DT,
rtracklayer, limma, edgeR, DESeq2, IRanges, batchtools,
GenomicFeatures, txdbmaker, GenomeInfoDbData, VariantAnnotation
(>= 1.25.11)",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.5.1"
"tailor","tailor","/usr/local/lib/R/site-library","0.1.0",NA,"R (>= 4.1)","cli, dplyr, generics, hardhat, purrr, rlang (>= 1.1.0),
tibble, tidyselect, vctrs",NA,"betacal, dials (>= 1.4.1), mgcv, modeldata, probably (>=
1.1.0), testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.5.0"
"tensor","tensor","/usr/local/lib/R/site-library","1.5.1",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.5.0"
"testthat","testthat","/usr/local/lib/R/site-library","3.2.3",NA,"R (>= 3.6.0)","brio (>= 1.1.3), callr (>= 3.7.3), cli (>= 3.6.1), desc (>=
1.4.2), digest (>= 0.6.33), evaluate (>= 1.0.1), jsonlite (>=
1.8.7), lifecycle (>= 1.0.3), magrittr (>= 2.0.3), methods,
pkgload (>= 1.3.2.1), praise (>= 1.0.0), processx (>= 3.8.2),
ps (>= 1.7.5), R6 (>= 2.5.1), rlang (>= 1.1.1), utils, waldo
(>= 0.6.0), withr (>= 3.0.2)",NA,"covr, curl (>= 0.9.5), diffviewer (>= 0.1.0), knitr,
rmarkdown, rstudioapi, S7, shiny, usethis, vctrs (>= 0.1.0),
xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.5.0"
"textshaping","textshaping","/usr/local/lib/R/site-library","1.0.4",NA,"R (>= 3.2.0)","lifecycle, stats, stringi, systemfonts (>= 1.3.0), utils","cpp11 (>= 0.2.1), systemfonts (>= 1.0.0)","covr, grDevices, grid, knitr, rmarkdown, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.5.0"
"TFBSTools","TFBSTools","/usr/local/lib/R/site-library","1.48.0",NA,"R (>= 3.2.2)","Biobase(>= 2.28), Biostrings(>= 2.36.4), pwalign,
BiocGenerics(>= 0.14.0), BiocParallel(>= 1.2.21), BSgenome(>=
1.36.3), caTools(>= 1.17.1), DirichletMultinomial(>= 1.10.0),
Seqinfo, GenomicRanges(>= 1.20.6), gtools(>= 3.5.0), grid,
IRanges(>= 2.2.7), methods, DBI (>= 0.6), RSQLite(>= 1.0.0),
rtracklayer(>= 1.28.10), seqLogo(>= 1.34.0), S4Vectors(>=
0.9.25), TFMPvalue(>= 0.0.5), XML(>= 3.98-1.3), XVector(>=
0.8.0), parallel",NA,"BiocStyle(>= 1.7.7), JASPAR2014(>= 1.4.0), knitr(>= 1.11),
testthat, JASPAR2016(>= 1.0.0), JASPAR2018(>= 1.0.0), rmarkdown",NA,"GPL-2",NA,NA,NA,NA,"yes","4.5.1"
"TFMPvalue","TFMPvalue","/usr/local/lib/R/site-library","0.0.9",NA,"R (>= 3.0.1)","Rcpp(>= 0.11.1)","Rcpp","testthat",NA,"GPL-2",NA,NA,NA,NA,"yes","4.5.0"
"tibble","tibble","/usr/local/lib/R/site-library","3.3.0",NA,"R (>= 3.4.0)","cli, lifecycle (>= 1.0.0), magrittr, methods, pillar (>=
1.8.1), pkgconfig, rlang (>= 1.0.2), utils, vctrs (>= 0.5.0)",NA,"bench, bit64, blob, brio, callr, DiagrammeR, dplyr, evaluate,
formattable, ggplot2, here, hms, htmltools, knitr, lubridate,
nycflights13, pkgload, purrr, rmarkdown, stringi, testthat (>=
3.0.2), tidyr, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.5.0"
"tidydr","tidydr","/usr/local/lib/R/site-library","0.0.6",NA,NA,"cluster, ggfun, ggplot2, grid, rlang, stats, utils",NA,"knitr, rmarkdown, prettydoc, SingleCellExperiment,
SummarizedExperiment",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.5.0"
"tidymodels","tidymodels","/usr/local/lib/R/site-library","1.4.1",NA,"R (>= 4.1)","broom (>= 1.0.9), cli (>= 3.6.5), conflicted (>= 1.2.0), dials
(>= 1.4.2), dplyr (>= 1.1.4), ggplot2 (>= 3.5.2), hardhat (>=
1.4.2), infer (>= 1.0.9), modeldata (>= 1.5.1), parsnip (>=
1.3.3), purrr (>= 1.1.0), recipes (>= 1.3.1), rlang (>= 1.1.6),
rsample (>= 1.3.1), rstudioapi (>= 0.17.1), tailor (>= 0.1.0),
tidyr (>= 1.3.1), tune (>= 2.0.0), workflows (>= 1.3.0),
workflowsets (>= 1.1.1), yardstick (>= 1.3.2)",NA,"covr, glue, knitr, rmarkdown, testthat (>= 3.0.0), xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.5.0"
"tidyr","tidyr","/usr/local/lib/R/site-library","1.3.1",NA,"R (>= 3.6)","cli (>= 3.4.1), dplyr (>= 1.0.10), glue, lifecycle (>= 1.0.3),
magrittr, purrr (>= 1.0.1), rlang (>= 1.1.1), stringr (>=
1.5.0), tibble (>= 2.1.1), tidyselect (>= 1.2.0), utils, vctrs
(>= 0.5.2)","cpp11 (>= 0.4.0)","covr, data.table, knitr, readr, repurrrsive (>= 1.1.0),
rmarkdown, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.5.0"
"tidyselect","tidyselect","/usr/local/lib/R/site-library","1.2.1",NA,"R (>= 3.4)","cli (>= 3.3.0), glue (>= 1.3.0), lifecycle (>= 1.0.3), rlang
(>= 1.0.4), vctrs (>= 0.5.2), withr",NA,"covr, crayon, dplyr, knitr, magrittr, rmarkdown, stringr,
testthat (>= 3.1.1), tibble (>= 2.1.3)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.5.0"
"tidytree","tidytree","/usr/local/lib/R/site-library","0.4.6",NA,"R (>= 3.4.0)","ape, dplyr, lazyeval, magrittr, methods, rlang, tibble, tidyr,
tidyselect, yulab.utils (>= 0.0.4), pillar, cli",NA,"knitr, rmarkdown, prettydoc, testthat, utils",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.5.0"
"timechange","timechange","/usr/local/lib/R/site-library","0.3.0",NA,"R (>= 3.3)",NA,"cpp11 (>= 0.2.7)","testthat (>= 0.7.1.99), knitr",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.5.0"
"timeDate","timeDate","/usr/local/lib/R/site-library","4051.111",NA,"R (>= 3.6.0), methods","graphics, utils, stats",NA,"RUnit",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.5.0"
"tinytex","tinytex","/usr/local/lib/R/site-library","0.57",NA,NA,"xfun (>= 0.48)",NA,"testit, rstudioapi",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.5.0"
"treeio","treeio","/usr/local/lib/R/site-library","1.34.0",NA,"R (>= 4.1.0)","ape, dplyr, jsonlite, magrittr, methods, rlang, stats, tibble,
tidytree (>= 0.4.5), utils, yulab.utils (>= 0.1.6)",NA,"Biostrings, cli, ggplot2, ggtree, igraph, knitr, rmarkdown,
phangorn, prettydoc, purrr, testthat, tidyr, vroom, xml2, yaml",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.5.1"
"truncnorm","truncnorm","/usr/local/lib/R/site-library","1.0-9",NA,"R (>= 3.4.0)",NA,NA,"testthat",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.5.0"
"tune","tune","/usr/local/lib/R/site-library","2.0.1",NA,"R (>= 4.1)","cli (>= 3.3.0), dials (>= 1.3.0.9000), dplyr (>= 1.1.0),
generics (>= 0.1.2), ggplot2, glue (>= 1.6.2), GPfit, hardhat
(>= 1.4.2), parallel, parsnip (>= 1.2.1.9003), purrr (>=
1.0.0), recipes (>= 1.1.0.9001), rlang (>= 1.1.4), rsample (>=
1.3.0.9003), tailor (>= 0.1.0), tibble (>= 3.1.0), tidyr (>=
1.2.0), tidyselect (>= 1.1.2), vctrs (>= 0.6.1), withr,
workflows (>= 1.3.0), yardstick (>= 1.3.0)",NA,"C50, censored (>= 0.3.0), covr, future (>= 1.33.0),
future.apply, kernlab, kknn, knitr, mgcv, mirai (>= 2.4.0),
modeldata, probably, scales, spelling, splines2, survival,
testthat (>= 3.0.0), xgboost, xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.5.0"
"tweenr","tweenr","/usr/local/lib/R/site-library","2.0.3",NA,"R (>= 3.2.0)","farver, magrittr, rlang, vctrs","cpp11 (>= 0.4.2)","testthat, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.5.0"
"TxDb.Hsapiens.UCSC.hg19.knownGene","TxDb.Hsapiens.UCSC.hg19.knownGene","/usr/local/lib/R/site-library","3.22.1",NA,"GenomicFeatures","AnnotationDbi",NA,NA,NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.5.1"
"TxDb.Hsapiens.UCSC.hg38.knownGene","TxDb.Hsapiens.UCSC.hg38.knownGene","/usr/local/lib/R/site-library","3.22.0",NA,"GenomicFeatures","AnnotationDbi",NA,NA,NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.5.1"
"tzdb","tzdb","/usr/local/lib/R/site-library","0.5.0",NA,"R (>= 4.0.0)",NA,"cpp11 (>= 0.5.2)","covr, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.5.0"
"UCSC.utils","UCSC.utils","/usr/local/lib/R/site-library","1.6.1",NA,NA,"methods, stats, httr, jsonlite, S4Vectors (>= 0.47.6)",NA,"DBI, RMariaDB, GenomeInfoDb, testthat, knitr, rmarkdown,
BiocStyle",NA,"Artistic-2.0",NA,NA,NA,NA,"no","4.5.1"
"units","units","/usr/local/lib/R/site-library","1.0-0",NA,"R (>= 3.5.0)","Rcpp","Rcpp (>= 0.12.10)","NISTunits, measurements, xml2, magrittr, pillar (>= 1.3.0),
dplyr (>= 1.0.0), vctrs (>= 0.3.1), ggplot2 (> 3.2.1), testthat
(>= 3.0.0), vdiffr, knitr, rvest, rmarkdown",NA,"GPL-2",NA,NA,NA,NA,"yes","4.5.0"
"urlchecker","urlchecker","/usr/local/lib/R/site-library","1.0.1",NA,"R (>= 3.3)","cli, curl, tools, xml2",NA,"covr",NA,"GPL-3",NA,NA,NA,NA,"no","4.5.0"
"usethis","usethis","/usr/local/lib/R/site-library","3.2.1",NA,"R (>= 4.1)","cli (>= 3.0.1), clipr (>= 0.3.0), crayon, curl (>= 2.7), desc
(>= 1.4.2), fs (>= 1.3.0), gert (>= 1.4.1), gh (>= 1.2.1), glue
(>= 1.3.0), jsonlite, lifecycle (>= 1.0.0), purrr, rappdirs,
rlang (>= 1.1.0), rprojroot (>= 2.1.1), rstudioapi, stats,
tools, utils, whisker, withr (>= 2.3.0), yaml",NA,"covr, knitr, magick, pkgload (>= 1.3.2.1), quarto (>= 1.5.1),
rmarkdown, roxygen2 (>= 7.1.2), spelling (>= 1.2), testthat (>=
3.1.8)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.5.0"
"utf8","utf8","/usr/local/lib/R/site-library","1.2.6",NA,"R (>= 2.10)",NA,NA,"cli, covr, knitr, rlang, rmarkdown, testthat (>= 3.0.0),
withr",NA,"Apache License (== 2.0) | file LICENSE",NA,NA,NA,NA,"yes","4.5.0"
"uuid","uuid","/usr/local/lib/R/site-library","1.2-1",NA,"R (>= 2.9.0)",NA,NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.5.0"
"uwot","uwot","/usr/local/lib/R/site-library","0.2.3",NA,"Matrix","FNN, irlba, methods, Rcpp, RcppAnnoy (>= 0.0.17), RSpectra","dqrng, Rcpp, RcppAnnoy, RcppProgress","bigstatsr, covr, knitr, RcppHNSW, rmarkdown, rnndescent,
testthat",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.5.0"
"V8","V8","/usr/local/lib/R/site-library","8.0.1",NA,NA,"Rcpp (>= 0.12.12), jsonlite (>= 1.0), curl (>= 1.0), utils","Rcpp","testthat, knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.5.0"
"VariantAnnotation","VariantAnnotation","/usr/local/lib/R/site-library","1.56.0",NA,"R (>= 4.0.0), methods, BiocGenerics (>= 0.37.0),
MatrixGenerics, Seqinfo, GenomicRanges (>= 1.61.1),
SummarizedExperiment (>= 1.39.1), Rsamtools (>= 2.25.1)","utils, DBI, Biobase, S4Vectors (>= 0.27.12), IRanges (>=
2.23.9), XVector (>= 0.29.2), Biostrings (>= 2.77.2),
AnnotationDbi (>= 1.27.9), rtracklayer (>= 1.69.1), BSgenome
(>= 1.77.1), GenomicFeatures (>= 1.61.4), curl","S4Vectors, IRanges, XVector, Biostrings, Rhtslib (>= 2.99.0)","GenomeInfoDb, RUnit, AnnotationHub,
BSgenome.Hsapiens.UCSC.hg19, TxDb.Hsapiens.UCSC.hg19.knownGene,
SNPlocs.Hsapiens.dbSNP144.GRCh37, SIFT.Hsapiens.dbSNP132,
SIFT.Hsapiens.dbSNP137, PolyPhen.Hsapiens.dbSNP131, snpStats,
ggplot2, BiocStyle, knitr, magick, jsonlite, httr, rjsoncons",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","4.5.1"
"vctrs","vctrs","/usr/local/lib/R/site-library","0.6.5",NA,"R (>= 3.5.0)","cli (>= 3.4.0), glue, lifecycle (>= 1.0.3), rlang (>= 1.1.0)",NA,"bit64, covr, crayon, dplyr (>= 0.8.5), generics, knitr,
pillar (>= 1.4.4), pkgdown (>= 2.0.1), rmarkdown, testthat (>=
3.0.0), tibble (>= 3.1.3), waldo (>= 0.2.0), withr, xml2,
zeallot",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.5.0"
"VGAM","VGAM","/usr/local/lib/R/site-library","1.1-13",NA,"R (>= 4.1.0), methods, stats, stats4, splines",NA,NA,"VGAMextra, MASS, mgcv","VGAMdata","GPL-3",NA,NA,NA,NA,"yes","4.5.0"
"vipor","vipor","/usr/local/lib/R/site-library","0.4.7",NA,"R (>= 3.5.0)","stats, graphics",NA,"testthat, beeswarm, lattice, ggplot2, beanplot, vioplot,
ggbeeswarm,",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.5.0"
"viridis","viridis","/usr/local/lib/R/site-library","0.6.5",NA,"R (>= 2.10), viridisLite (>= 0.4.0)","ggplot2 (>= 1.0.1), gridExtra",NA,"hexbin (>= 1.27.0), scales, MASS, knitr, dichromat,
colorspace, httr, mapproj, vdiffr, svglite (>= 1.2.0),
testthat, covr, rmarkdown, maps, terra",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.5.0"
"viridisLite","viridisLite","/usr/local/lib/R/site-library","0.4.2",NA,"R (>= 2.10)",NA,NA,"hexbin (>= 1.27.0), ggplot2 (>= 1.0.1), testthat, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.5.0"
"vroom","vroom","/usr/local/lib/R/site-library","1.6.6",NA,"R (>= 3.6)","bit64, cli (>= 3.2.0), crayon, glue, hms, lifecycle (>=
1.0.3), methods, rlang (>= 0.4.2), stats, tibble (>= 2.0.0),
tidyselect, tzdb (>= 0.1.1), vctrs (>= 0.2.0), withr","cpp11 (>= 0.2.0), progress (>= 1.2.3), tzdb (>= 0.1.1)","archive, bench (>= 1.1.0), covr, curl, dplyr, forcats, fs,
ggplot2, knitr, patchwork, prettyunits, purrr, rmarkdown,
rstudioapi, scales, spelling, testthat (>= 2.1.0), tidyr,
utils, waldo, xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.5.0"
"waldo","waldo","/usr/local/lib/R/site-library","0.6.2",NA,"R (>= 4.0)","cli, diffobj (>= 0.3.4), glue, methods, rlang (>= 1.1.0)",NA,"bit64, R6, S7, testthat (>= 3.0.0), withr, xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.5.0"
"warp","warp","/usr/local/lib/R/site-library","0.2.1",NA,"R (>= 3.2)",NA,NA,"covr, knitr, rmarkdown, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.5.0"
"whisker","whisker","/usr/local/lib/R/site-library","0.4.1",NA,NA,NA,NA,"markdown",NA,"GPL-3",NA,NA,NA,NA,"no","4.5.0"
"withr","withr","/usr/local/lib/R/site-library","3.0.2",NA,"R (>= 3.6.0)","graphics, grDevices",NA,"callr, DBI, knitr, methods, rlang, rmarkdown (>= 2.12),
RSQLite, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.5.0"
"wk","wk","/usr/local/lib/R/site-library","0.9.4",NA,"R (>= 2.10)",NA,NA,"testthat (>= 3.0.0), vctrs (>= 0.3.0), sf, tibble, readr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.5.0"
"workflows","workflows","/usr/local/lib/R/site-library","1.3.0",NA,"R (>= 4.1)","cli (>= 3.3.0), generics (>= 0.1.2), glue (>= 1.6.2), hardhat
(>= 1.4.2), lifecycle (>= 1.0.3), modelenv (>= 0.1.0), parsnip
(>= 1.2.1.9000), recipes (>= 1.0.10.9000), rlang (>= 1.1.0),
sparsevctrs (>= 0.1.0.9003), tidyselect (>= 1.2.0), vctrs (>=
0.4.1), withr",NA,"butcher (>= 0.2.0), covr, dials (>= 1.0.0), glmnet, knitr,
magrittr, Matrix, methods, modeldata (>= 1.0.0), probably,
rmarkdown, tailor (>= 0.1.0), testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.5.0"
"workflowsets","workflowsets","/usr/local/lib/R/site-library","1.1.1",NA,"R (>= 4.1)","cli, dplyr (>= 1.0.0), generics (>= 0.1.2), ggplot2, hardhat
(>= 1.2.0), lifecycle (>= 1.0.0), parsnip (>= 1.2.1), pillar
(>= 1.7.0), prettyunits, purrr, rlang (>= 1.1.0), rsample (>=
0.0.9), stats, tibble (>= 3.1.0), tidyr, tune (>= 1.2.0),
vctrs, withr, workflows (>= 1.1.4)",NA,"covr, dials (>= 0.1.0), finetune, kknn, knitr, modeldata,
recipes (>= 1.1.0), rmarkdown, spelling, testthat (>= 3.0.0),
tidyclust, yardstick (>= 1.3.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.5.0"
"xfun","xfun","/usr/local/lib/R/site-library","0.53",NA,"R (>= 3.2.0)","grDevices, stats, tools",NA,"testit, parallel, codetools, methods, rstudioapi, tinytex (>=
0.30), mime, litedown (>= 0.6), commonmark, knitr (>= 1.50),
remotes, pak, curl, xml2, jsonlite, magick, yaml, data.table,
qs",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.5.0"
"xgboost","xgboost","/usr/local/lib/R/site-library","1.7.11.1",NA,"R (>= 3.3.0)","Matrix (>= 1.1-0), methods, data.table (>= 1.9.6), jsonlite
(>= 1.0),",NA,"knitr, rmarkdown, ggplot2 (>= 1.0.1), DiagrammeR (>= 0.9.0),
Ckmeans.1d.dp (>= 3.3.1), vcd (>= 1.3), cplm, e1071, caret,
testthat, lintr, igraph (>= 1.0.1), float, crayon, titanic",NA,"Apache License (== 2.0) | file LICENSE",NA,NA,NA,NA,"yes","4.5.0"
"XML","XML","/usr/local/lib/R/site-library","3.99-0.19",NA,"R (>= 4.0.0), methods, utils",NA,NA,"bitops, RCurl",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.5.0"
"xml2","xml2","/usr/local/lib/R/site-library","1.4.1",NA,"R (>= 3.6.0)","cli, methods, rlang (>= 1.1.0)",NA,"covr, curl, httr, knitr, mockery, rmarkdown, testthat (>=
3.2.0), xslt",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.5.0"
"xopen","xopen","/usr/local/lib/R/site-library","1.0.1",NA,"R (>= 3.1)","processx",NA,"ps, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.5.0"
"xtable","xtable","/usr/local/lib/R/site-library","1.8-4",NA,"R (>= 2.10.0)","stats, utils",NA,"knitr, plm, zoo, survival",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.5.0"
"XVector","XVector","/usr/local/lib/R/site-library","0.50.0",NA,"R (>= 4.0.0), methods, BiocGenerics (>= 0.37.0), S4Vectors (>=
0.27.12), IRanges (>= 2.43.8)","methods, utils, stats, tools, BiocGenerics, S4Vectors, IRanges","S4Vectors, IRanges","Biostrings, drosophila2probe, RUnit",NA,"Artistic-2.0",NA,NA,NA,NA,"yes","4.5.1"
"yaml","yaml","/usr/local/lib/R/site-library","2.3.10",NA,NA,NA,NA,"RUnit",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.5.0"
